1 2 10 ,13,1.0
1 2 3 9 ,12,0.5724250996528225
1 10 ,13,0.5332577363858396
1 2 9 ,12,0.23227725545482547
1 3 9 ,12,0.5407729738400935
1 5 ,12,0.6614687442770251
2 9 10 ,13,0.6642797713304169
1 2 3 ,12,0.31836123849717723
2 3 10 ,13,1.0
2 4 ,14,1.0000000000000002
1 3 ,12,0.5407729738400936
4 ,14,0.4132171424378945
3 10 ,13,1.0
10 ,13,0.9152881305182222
11 ,14,0.4915880709149049
