acceler,Up
advanc,Up
award,Up
better,Up
climb,Up
constrain,Down
deceler,Down
deceler,Down
declin,Down
decreas,Down
doubl,Up
down,Down
drop,Down
fall,Down
faster,Up
fell,Down
gain,Up
grow,Up
higher,Up
increas,Up
jump,Up
quicken,Up
rebound,Up
recov,Up
rise,Up
rose,Up
run-up,Up
slower,Down
step-up,Up
surg,Up
up,Up
weaken,Down
weaker,Down
